Opportunity_ID,target
10792,0.09579067863344651
10806,0.6782667028389653
10812,0.10725283669676555
10836,0.4818492775719442
10845,0.40226752441291425
10864,0.5896282574955646
10871,0.8146081922463865
10900,0.546319772977122
10904,0.4893806194344785
10905,0.5369263546631512
10913,0.17641346340430653
10915,0.49085278051207704
10921,0.9510359951921096
10939,0.5082593414973268
10966,0.5424603553085647
10998,0.8146081922463865
11022,0.06141397877579483
11226,0.558896102356568
11259,0.5896282574955646
11260,0.8146081922463865
11315,0.39631618359177656
11316,0.627037178089323
11335,0.1554237124264278
11337,0.2844924583881955
11357,0.8529515131340504
11400,0.6421169800439331
11445,0.37767110316714125
11446,0.7815710524078588
11477,0.3246311229059405
11519,0.30677092870897077
11520,0.181216984851517
11568,0.30359130239159327
11588,0.37767110316714125
11589,0.37767110316714125
11700,0.49344661313692395
11733,0.17623667647209545
11858,0.43497008947590715
11873,0.9428677456659106
11879,0.6613228305801355
11918,0.33626545717590134
11941,0.44390819410662036
11985,0.496398290056971
10689,0.2688281661183436
10690,0.23749705763990483
10971,0.3126826945635204
11074,0.5100171579930162
11410,0.23945034045497973
11516,0.399907435454557
11575,0.15478443429035468
11628,0.16190488740083805
11641,0.10124722093587224
11657,0.5819256154007844
11658,0.6382769411792852
11689,0.20984352122390873
11815,0.2825899135684734
11856,0.16356693453113744
11872,0.5453527442901359
11874,0.5453527442901359
11880,0.09051560684509666
11913,0.14107097065473517
11914,0.6886247261535559
11915,0.3550229112056588
11916,0.2369926760773153
11921,0.454003259754007
11942,0.03543776556394982
11952,0.13403665813493004
11963,0.2369926760773153
11964,0.7108396293974701
12024,0.9812447042724338
12063,0.22952613176489314
12077,0.6597280195436189
12111,0.4055773917903873
12130,0.2379130917317873
12137,0.30543477106351735
12170,0.6659437810639492
12171,0.5099542093739126
12175,0.13738084445448304
12185,0.013892327438794837
12189,0.7086676186936657
12223,0.6942973877820116
12226,0.6371352798896279
12239,0.6659437810639492
12244,0.1802939945446822
12258,0.5987778097769542
12260,0.24665404873663596
12277,0.2379130917317873
12344,0.6659437810639492
12360,0.6200035024006973
12364,0.2588904517129304
10919,0.09998976464452763
10920,0.308304790597881
