,Region,Total_Amount,Años en entregar,Month Created,Product_Name,Opportunity_Owner,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
0,0.5322545846817691,2.77333214076898,0,2,0.44584382871536526,0.0,0,1,2.496125629200764,2.5856401937169373,0.0,3.0884014028524405
1,0.5322545846817691,2.7404254762714957,0,2,0.2835820895522388,0.0,1,1,2.4867979215085256,2.5458025765189447,2.5856401937169373,2.09824702851948
2,0.5322545846817691,2.9993793487642098,0,3,0.009174311926605505,0.0,1,1,2.4997765226129656,2.85260980130746,2.5458025765189447,2.58397411817641
3,0.587888198757764,2.7804623347491866,0,7,0.44584382871536526,0.0,0,0,2.4488721407977243,2.5942361898228445,2.85260980130746,1.5525693243205712
4,0.587888198757764,2.6474441351966718,0,2,0.9,0.37142857142857144,1,1,2.4676214618672145,2.468683795270938,0.0,3.019306553356067
5,0.587888198757764,2.6671123535626275,1,4,0.5079365079365079,0.37142857142857144,0,1,2.4676214618672145,2.468683795270938,0.0,3.019306553356067
6,0.587888198757764,2.76662693715868,1,6,0.19230769230769232,0.37142857142857144,0,1,2.4676214618672145,2.468683795270938,0.0,3.019306553356067
7,0.587888198757764,2.5099754860504606,1,10,0.7560975609756098,0.37142857142857144,0,0,2.4676214618672145,2.468683795270938,0.0,3.019306553356067
8,0.587888198757764,2.773169699516785,1,10,0.3925925925925926,0.37142857142857144,0,0,2.4676214618672145,2.468683795270938,0.0,3.019306553356067
9,0.587888198757764,2.902757685451929,0,2,0.18699186991869918,0.37142857142857144,0,1,2.4376208909034154,2.551948381489689,2.468683795270938,2.271649026404691
10,0.587888198757764,2.7724018614347727,1,4,0.3925925925925926,0.37142857142857144,0,1,2.4376208909034154,2.551948381489689,2.468683795270938,2.271649026404691
11,0.587888198757764,2.5253484745634283,1,10,0.5079365079365079,0.37142857142857144,1,1,2.4376208909034154,2.551948381489689,2.468683795270938,2.271649026404691
12,0.587888198757764,2.6634828458442117,0,6,0.8108108108108109,0.37142857142857144,0,1,2.4008403866939045,2.5843747386148617,2.551948381489689,2.2075167741914847
13,0.587888198757764,2.7724018614347727,1,4,0.3925925925925926,0.37142857142857144,0,1,2.4008403866939045,2.5843747386148617,2.551948381489689,2.2075167741914847
14,0.587888198757764,2.8702918605810845,1,6,0.18699186991869918,0.37142857142857144,0,1,2.4008403866939045,2.5843747386148617,2.551948381489689,2.2075167741914847
15,0.587888198757764,2.8483682330762177,0,2,0.18699186991869918,0.37142857142857144,0,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
16,0.587888198757764,2.9734097517084486,0,2,0.18181818181818182,0.37142857142857144,1,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
17,0.587888198757764,2.559164677496258,0,6,0.5,0.37142857142857144,0,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
18,0.587888198757764,2.93695509087919,0,6,0.04054054054054054,0.37142857142857144,0,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
19,0.587888198757764,2.8156629852477937,0,6,0.44584382871536526,0.37142857142857144,0,0,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
20,0.587888198757764,2.754061493832624,0,7,0.3925925925925926,0.37142857142857144,1,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
21,0.587888198757764,2.7138143169040028,0,8,0.19230769230769232,0.37142857142857144,0,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
22,0.587888198757764,2.5965404844743194,0,11,0.875,0.37142857142857144,1,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
23,0.587888198757764,2.644617778661309,0,11,0.5614035087719298,0.37142857142857144,1,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
24,0.587888198757764,2.8694348164498438,1,4,0.18699186991869918,0.37142857142857144,0,1,2.4488721407977243,2.593909696994916,2.5843747386148617,2.174431327810204
25,0.587888198757764,2.387340227564136,0,2,0.8398169336384439,0.37142857142857144,0,0,2.4676214618672145,2.486429290544646,2.593909696994916,1.9887626234068243
26,0.587888198757764,2.7218156022550937,1,6,0.35,0.37142857142857144,0,0,2.4676214618672145,2.486429290544646,2.593909696994916,1.9887626234068243
27,0.587888198757764,2.764019556198705,1,6,0.3925925925925926,0.37142857142857144,0,1,2.4676214618672145,2.486429290544646,2.593909696994916,1.9887626234068243
28,0.587888198757764,2.7102922513145624,1,11,0.5625,0.37142857142857144,1,1,2.4676214618672145,2.486429290544646,2.593909696994916,1.9887626234068243
29,0.587888198757764,2.821524578694925,2,4,0.2765957446808511,0.37142857142857144,1,1,2.4676214618672145,2.486429290544646,2.593909696994916,1.9887626234068243
30,0.587888198757764,2.581534462007561,0,2,0.7560975609756098,0.37142857142857144,0,0,2.4376208909034154,2.3272202202198216,2.486429290544646,1.9317120963688728
31,0.587888198757764,2.821524578694925,1,9,0.2765957446808511,0.37142857142857144,1,1,2.4376208909034154,2.3272202202198216,2.486429290544646,1.9317120963688728
32,0.587888198757764,2.372100252778116,0,3,0.796875,0.37142857142857144,0,0,2.4376208909034154,2.3272202202198216,2.486429290544646,1.9317120963688728
33,0.587888198757764,2.4852002174418906,0,4,0.7762237762237763,0.37142857142857144,1,1,2.4376208909034154,2.3272202202198216,2.486429290544646,1.9317120963688728
