Opportunity_ID,target
10792,0.4310015155452205
10806,0.4740872834682262
10812,0.6048362007772963
10836,0.7309886185041543
10845,0.7484139527350183
10864,0.7017463360259917
10871,0.8356965266807962
10900,0.8152916544353653
10904,0.7524774167964108
10905,0.4196395423304915
10913,0.5892564682573915
10915,0.6602011615166177
10921,0.926609029147496
10939,0.4667650973626379
10966,0.4108327315446727
10998,0.8356965266807962
11022,0.4235874331324572
11226,0.414363607897744
11259,0.7017463360259917
11260,0.8356965266807962
11315,0.3852116706939796
11316,0.8028767841148087
11335,0.6005499816621304
11337,0.25727653741667234
11357,0.6047483549639806
11400,0.7467130272801302
11445,0.6581922143054592
11446,0.8134952751187473
11477,0.5850318858546906
11519,0.6583400358461697
11520,0.5905056535076081
11568,0.25310143777270117
11588,0.6581922143054592
11589,0.6581922143054592
11700,0.6581922143054592
11733,0.6267083559827272
11858,0.6764728663908846
11873,0.9039725656221721
11879,0.7284145065828567
11918,0.6329776688192318
11941,0.7193700210671811
11985,0.6562208276040532
10689,0.515545978467803
10690,0.5277547942522336
10971,0.5481878472741689
11074,0.3863584384378038
11410,0.5354648891127555
11516,0.5875577187992408
11575,0.35001552002066283
11628,0.3531189850324565
11641,0.19113048258804116
11657,0.4588534295762227
11658,0.4116334874921413
11689,0.3669462941779537
11815,0.24328053135068667
11856,0.3368123483027663
11872,0.606552755882108
11874,0.606552755882108
11880,0.34696732485331144
11913,0.34151865488576
11914,0.6136095049303312
11915,0.5287633753990633
11916,0.5307574669677423
11921,0.6805285155839023
11942,0.27192719639410173
11952,0.49240731718244835
11963,0.5307574669677423
11964,0.5359829794021759
12024,0.9398682669594072
12063,0.5614373003117122
12077,0.6089285664696912
12111,0.5293497601739585
12130,0.5631404813174111
12137,0.534460853855671
12170,0.6089285664696912
12171,0.5805174895201413
12175,0.49240731718244835
12185,0.2574263058642061
12189,0.45742523011802894
12223,0.6136095049303312
12226,0.6003816612272529
12239,0.6089285664696912
12244,0.3506410250729532
12258,0.578953617039774
12260,0.5684408111092482
12277,0.5631404813174111
12344,0.6089285664696912
12360,0.6857388945790786
12364,0.5170228914783471
10919,0.19034682145354803
10920,0.4760993087397944
11351,0.27220469999539854
11415,0.2093863116970386
11881,0.3212741854581995
12184,0.2699671787738409
11882,0.27691399868461003
11950,0.17155294111268857
10815,0.2855477342968093
10816,0.26097599031940555
10846,0.22289349392883287
10847,0.226934092660768
10903,0.2155474421599126
10979,0.3744308008038716
11037,0.26108442492614914
11104,0.2593863680953643
11288,0.1458083066653923
11303,0.2855477342968093
11318,0.13857929147125794
11356,0.2244663946820672
10849,0.12386958662105745
10850,0.13209092140862533
10941,0.22633458166405154
10942,0.19366043959231585
10943,0.1346398242253772
10996,0.1800074598452218
11038,0.2113822008424235
11338,0.1761831248069743
11480,0.1760303164749515
12172,0.34251193423930215
12173,0.34153697404193123
12230,0.2843581595795095
10695,0.29439695116994397
10696,0.2951880006644308
10697,0.31103896897132216
10698,0.2951880006644308
10699,0.31360484545926326
10732,0.1961879958712013
10733,0.1961879958712013
12265,0.31738185676279984
12266,0.31360484545926326
12267,0.1961879958712013
12268,0.2951880006644308
12269,0.31103896897132216
12270,0.30413061450046663
12274,0.31738185676279984
12276,0.31360484545926326
10700,0.27785560233591416
10701,0.27785560233591416
10702,0.27785560233591416
10703,0.27785560233591416
10838,0.27172434898051046
10909,0.2716101974248349
10918,0.2713776405657812
10940,0.18732162062950813
11003,0.30313628131560527
11004,0.27121365557427146
11073,0.2992464028116894
11238,0.27121365557427146
11258,0.1314799651333172
11412,0.27121365557427146
11413,0.14065865187470114
11672,0.2695146934310354
11819,0.21978342071320897
11821,0.2681287485314893
11822,0.26671656767221064
10719,0.2059127906225
10786,0.17718114168834678
10830,0.2148085955375424
10884,0.1816449313476948
10926,0.20757764052190458
11018,0.16874892924206575
11090,0.1789541261258503
11239,0.21178668445036525
11437,0.16356395659368628
11530,0.1779161643790895
11609,0.16370909094218195
11638,0.17885303900956465
11668,0.1632726784869429
11724,0.16060274722433218
11725,0.12692219600430074
11743,0.11490150525348981
11832,0.22363459828201274
11833,0.22363459828201274
11835,0.22363459828201274
11836,0.22363459828201274
11837,0.22363459828201274
11838,0.22363459828201274
11839,0.22363459828201274
11840,0.22363459828201274
11844,0.2229627477526606
11845,0.2229627477526606
11846,0.2229627477526606
11847,0.2229627477526606
11848,0.2229627477526606
11849,0.2229627477526606
11850,0.2229627477526606
11851,0.2229627477526606
11852,0.2229627477526606
11853,0.19825617401844448
11854,0.19825617401844448
11855,0.19825617401844448
11860,0.22363459828201274
11965,0.23804171850887884
11966,0.22288624254365527
11967,0.2775494841122056
12019,0.21705196660456347
12054,0.1904260802552128
